entry,at,order
"The player ""KK @ jJQa4wILEv"" quits the game with a stack of 6043.",2020-06-02T07:34:11.595Z,159108325160146
"The player ""JX @ Div4SB3AM1"" quits the game with a stack of 66305.",2020-06-02T07:34:11.595Z,159108325160146
"-- ending hand #232 --",2020-06-02T07:34:11.595Z,159108325160144
"""KK @ jJQa4wILEv"" gained 50",2020-06-02T07:34:11.595Z,159108325160138
"""JX @ Div4SB3AM1"" posts a big blind of 50",2020-06-02T07:34:10.617Z,159108325062953
"""KK @ jJQa4wILEv"" posts a small blind of 25",2020-06-02T07:34:10.617Z,159108325062951
"Your hand is 8♦, J♣",2020-06-02T07:34:10.617Z,159108325062946
"-- starting hand #232 (dealer: ""KK @ jJQa4wILEv"") --",2020-06-02T07:34:10.617Z,159108325062940
"""KK @ jJQa4wILEv"" shows a 8♦, A♦.",2020-06-02T07:34:04.427Z,159108324443345
"-- ending hand #231 --",2020-06-02T07:34:03.059Z,159108324306490
"""JX @ Div4SB3AM1"" wins 2600 with Two Pair, A's & 6's (hand: A♥, 6♠)",2020-06-02T07:34:03.059Z,159108324306485
"""KK @ jJQa4wILEv"" calls with 500",2020-06-02T07:34:02.149Z,159108324215496
"""JX @ Div4SB3AM1"" raises with 500",2020-06-02T07:34:00.349Z,159108324035480
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:33:51.606Z,159108323161274
"river: 6♥, A♣, 5♥, 3♠ [2♣]",2020-06-02T07:33:48.605Z,159108322861159
"""KK @ jJQa4wILEv"" calls with 600",2020-06-02T07:33:47.694Z,159108322770036
"""JX @ Div4SB3AM1"" raises with 600",2020-06-02T07:33:45.392Z,159108322539807
"""KK @ jJQa4wILEv"" raises with 300",2020-06-02T07:33:38.490Z,159108321849582
"turn: 6♥, A♣, 5♥ [3♠]",2020-06-02T07:33:32.959Z,159108321296545
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:33:32.048Z,159108321205533
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:33:29.913Z,159108320991894
"flop:  [6♥, A♣, 5♥]",2020-06-02T07:33:26.703Z,159108320670936
"""JX @ Div4SB3AM1"" calls with 200",2020-06-02T07:33:25.795Z,159108320580072
"""KK @ jJQa4wILEv"" raises with 200",2020-06-02T07:33:23.830Z,159108320383616
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T07:33:16.460Z,159108319646643
"""KK @ jJQa4wILEv"" posts a big blind of 50",2020-06-02T07:33:14.776Z,159108319478280
"""JX @ Div4SB3AM1"" posts a small blind of 25",2020-06-02T07:33:14.776Z,159108319478279
"Your hand is A♥, 6♠",2020-06-02T07:33:14.776Z,159108319478272
"-- starting hand #231 (dead button) --",2020-06-02T07:33:14.776Z,159108319478268
"The player ""tony back @ OWsGxKwyjS"" quits the game with a stack of 13206.",2020-06-02T07:33:14.776Z,159108319478261
"""KK @ jJQa4wILEv"" shows a 10♠, J♦.",2020-06-02T07:33:11.067Z,159108319107371
"-- ending hand #230 --",2020-06-02T07:33:10.224Z,159108319023029
"""KK @ jJQa4wILEv"" gained 125",2020-06-02T07:33:10.224Z,159108319023024
"""JX @ Div4SB3AM1"" folds",2020-06-02T07:33:08.814Z,159108318882120
"""KK @ jJQa4wILEv"" raises and all in with 7193",2020-06-02T07:33:07.351Z,159108318735729
"turn: A♦, 9♣, Q♥ [8♣]",2020-06-02T07:33:01.573Z,159108318157935
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:33:00.665Z,159108318067060
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:32:58.633Z,159108317863922
"flop:  [A♦, 9♣, Q♥]",2020-06-02T07:32:53.101Z,159108317310668
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:32:52.194Z,159108317219922
"""tony back @ OWsGxKwyjS"" folds",2020-06-02T07:32:50.742Z,159108317074845
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T07:32:33.732Z,159108315373877
"""KK @ jJQa4wILEv"" posts a big blind of 50",2020-06-02T07:32:22.433Z,159108314244010
"""tony back @ OWsGxKwyjS"" posts a small blind of 25",2020-06-02T07:32:22.433Z,159108314244008
"Your hand is 2♥, 7♦",2020-06-02T07:32:22.433Z,159108314244001
"-- starting hand #230 (dealer: ""JX @ Div4SB3AM1"") --",2020-06-02T07:32:22.433Z,159108314243999
"The player ""j4ff @ DzhdXhTz7D"" quits the game with a stack of 20968.",2020-06-02T07:32:22.433Z,159108314243994
"""KK @ jJQa4wILEv"" shows a A♥, 10♣.",2020-06-02T07:32:20.273Z,159108314027904
"-- ending hand #229 --",2020-06-02T07:32:14.903Z,159108313491217
"""JX @ Div4SB3AM1"" wins 450 with Pair, J's (hand: J♦, J♥)",2020-06-02T07:32:14.903Z,159108313491212
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:32:13.991Z,159108313399770
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:32:12.196Z,159108313220542
"river: 8♠, 4♠, 3♥, 10♠ [Q♣]",2020-06-02T07:32:10.144Z,159108313015051
"""KK @ jJQa4wILEv"" calls with 150",2020-06-02T07:32:09.229Z,159108312923765
"""JX @ Div4SB3AM1"" raises with 150",2020-06-02T07:32:07.518Z,159108312752426
"turn: 8♠, 4♠, 3♥ [10♠]",2020-06-02T07:32:02.142Z,159108312215091
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:32:01.231Z,159108312123663
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:31:59.680Z,159108311968707
"flop:  [8♠, 4♠, 3♥]",2020-06-02T07:31:56.618Z,159108311662446
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T07:31:55.709Z,159108311571562
"""KK @ jJQa4wILEv"" calls with 50",2020-06-02T07:31:52.413Z,159108311241954
"The player ""The Kai @ 1txO9KYpw5"" quits the game with a stack of 125978.",2020-06-02T07:31:50.456Z,159108311046278
"""tony back @ OWsGxKwyjS"" folds",2020-06-02T07:31:50.146Z,159108311015234
"The player ""j4ff @ DzhdXhTz7D"" sit back with the stack of 21018.",2020-06-02T07:31:42.650Z,159108310265690
"The player ""j4ff @ DzhdXhTz7D"" stand up with the stack of 21018.",2020-06-02T07:31:42.124Z,159108310213220
"The player ""j4ff @ DzhdXhTz7D"" sit back with the stack of 21018.",2020-06-02T07:31:41.371Z,159108310137574
"The player ""j4ff @ DzhdXhTz7D"" stand up with the stack of 21018.",2020-06-02T07:31:39.429Z,159108309943574
"""j4ff @ DzhdXhTz7D"" posts a big blind of 50",2020-06-02T07:31:30.138Z,159108309014466
"""JX @ Div4SB3AM1"" posts a small blind of 25",2020-06-02T07:31:30.138Z,159108309014464
"Your hand is J♦, J♥",2020-06-02T07:31:30.138Z,159108309014455
"-- starting hand #229 (dealer: ""The Kai @ 1txO9KYpw5"") --",2020-06-02T07:31:30.138Z,159108309014450
"The player ""Hy @ cMBxzvx1EZ"" quits the game with a stack of 0.",2020-06-02T07:31:30.138Z,159108309014445
"-- ending hand #228 --",2020-06-02T07:31:23.597Z,159108308360379
"""j4ff @ DzhdXhTz7D"" wins 5754 with Straight, 5 High (hand: A♥, 4♦)",2020-06-02T07:31:23.597Z,159108308360373
"river: 3♥, 5♠, 10♥, 8♠ [2♣]",2020-06-02T07:31:20.580Z,159108308058577
"""Hy @ cMBxzvx1EZ"" shows a A♠, Q♠.",2020-06-02T07:31:17.567Z,159108307757496
"""j4ff @ DzhdXhTz7D"" shows a A♥, 4♦.",2020-06-02T07:31:17.567Z,159108307757495
"turn: 3♥, 5♠, 10♥ [8♠]",2020-06-02T07:31:17.567Z,159108307757488
"""j4ff @ DzhdXhTz7D"" calls with 2577",2020-06-02T07:31:16.653Z,159108307666120
"""JX @ Div4SB3AM1"" folds",2020-06-02T07:31:13.017Z,159108307302423
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T07:31:11.553Z,159108307155936
"""Hy @ cMBxzvx1EZ"" raises and all in with 2577",2020-06-02T07:31:09.675Z,159108306968105
"""j4ff @ DzhdXhTz7D"" checks",2020-06-02T07:31:06.367Z,159108306637398
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:31:04.084Z,159108306409022
"""The Kai @ 1txO9KYpw5"" checks",2020-06-02T07:30:59.809Z,159108305981618
"flop:  [3♥, 5♠, 10♥]",2020-06-02T07:30:56.732Z,159108305673874
"""j4ff @ DzhdXhTz7D"" calls with 150",2020-06-02T07:30:55.825Z,159108305583150
"""JX @ Div4SB3AM1"" calls with 150",2020-06-02T07:30:53.882Z,159108305388836
"""The Kai @ 1txO9KYpw5"" calls with 150",2020-06-02T07:30:52.407Z,159108305241302
"""KK @ jJQa4wILEv"" folds",2020-06-02T07:30:50.937Z,159108305094315
"""tony back @ OWsGxKwyjS"" folds",2020-06-02T07:30:45.980Z,159108304598637
"""Hy @ cMBxzvx1EZ"" raises with 150",2020-06-02T07:30:25.059Z,159108302506545
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T07:30:18.744Z,159108301874971
"""JX @ Div4SB3AM1"" posts a big blind of 50",2020-06-02T07:30:16.370Z,159108301637872
"""The Kai @ 1txO9KYpw5"" posts a small blind of 25",2020-06-02T07:30:16.370Z,159108301637871
"Your hand is 2♦, 7♣",2020-06-02T07:30:16.370Z,159108301637860
"-- starting hand #228 (dealer: ""KK @ jJQa4wILEv"") --",2020-06-02T07:30:16.370Z,159108301637852
"-- ending hand #227 --",2020-06-02T07:30:12.854Z,159108301285982
"""JX @ Div4SB3AM1"" gained 250",2020-06-02T07:30:12.854Z,159108301285976
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T07:30:11.441Z,159108301144725
"""KK @ jJQa4wILEv"" folds",2020-06-02T07:30:03.499Z,159108300350916
"""Hy @ cMBxzvx1EZ"" folds",2020-06-02T07:29:59.470Z,159108299947718
"""j4ff @ DzhdXhTz7D"" folds",2020-06-02T07:29:58.017Z,159108299802318
"""JX @ Div4SB3AM1"" raises with 500",2020-06-02T07:29:47.364Z,159108298736977
"""The Kai @ 1txO9KYpw5"" checks",2020-06-02T07:29:42.143Z,159108298215243
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:29:38.763Z,159108297876923
"flop:  [7♠, 6♦, J♠]",2020-06-02T07:29:30.324Z,159108297033008
"""The Kai @ 1txO9KYpw5"" checks",2020-06-02T07:29:29.414Z,159108296942003
"""KK @ jJQa4wILEv"" calls with 50",2020-06-02T07:29:28.458Z,159108296846556
"""tony back @ OWsGxKwyjS"" folds",2020-06-02T07:29:26.031Z,159108296603671
"""Hy @ cMBxzvx1EZ"" calls with 50",2020-06-02T07:29:22.617Z,159108296262322
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T07:29:19.328Z,159108295933408
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T07:29:16.433Z,159108295644009
"""The Kai @ 1txO9KYpw5"" posts a big blind of 50",2020-06-02T07:29:12.729Z,159108295273669
"""KK @ jJQa4wILEv"" posts a small blind of 25",2020-06-02T07:29:12.729Z,159108295273664
"Your hand is 3♣, 4♥",2020-06-02T07:29:12.729Z,159108295273652
"-- starting hand #227 (dealer: ""tony back @ OWsGxKwyjS"") --",2020-06-02T07:29:12.729Z,159108295273644
"-- ending hand #226 --",2020-06-02T07:29:09.216Z,159108294922210
"""KK @ jJQa4wILEv"" gained 1300",2020-06-02T07:29:09.216Z,159108294922206
"""JX @ Div4SB3AM1"" folds",2020-06-02T07:29:07.800Z,159108294782204
"""KK @ jJQa4wILEv"" raises and all in with 6193",2020-06-02T07:29:06.010Z,159108294601659
"river: J♠, J♦, 3♣, 6♥ [6♣]",2020-06-02T07:29:01.120Z,159108294112585
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T07:28:59.708Z,159108293971514
"""KK @ jJQa4wILEv"" calls with 500",2020-06-02T07:28:57.853Z,159108293785969
"""tony back @ OWsGxKwyjS"" folds",2020-06-02T07:28:55.364Z,159108293537023
"""Hy @ cMBxzvx1EZ"" folds",2020-06-02T07:28:53.907Z,159108293391346
"""j4ff @ DzhdXhTz7D"" folds",2020-06-02T07:28:52.442Z,159108293244840
"""JX @ Div4SB3AM1"" raises with 500",2020-06-02T07:28:50.476Z,159108293048227
"""The Kai @ 1txO9KYpw5"" checks",2020-06-02T07:28:46.446Z,159108292645308
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:28:45.491Z,159108292549732
"""tony back @ OWsGxKwyjS"" checks",2020-06-02T07:28:42.199Z,159108292220516
"turn: J♠, J♦, 3♣ [6♥]",2020-06-02T07:28:39.871Z,159108291987700
"""Hy @ cMBxzvx1EZ"" checks",2020-06-02T07:28:38.963Z,159108291896935
"""j4ff @ DzhdXhTz7D"" checks",2020-06-02T07:28:37.751Z,159108291775674
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:28:35.958Z,159108291596561
"""The Kai @ 1txO9KYpw5"" checks",2020-06-02T07:28:34.479Z,159108291448435
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:28:33.529Z,159108291353516
"""tony back @ OWsGxKwyjS"" checks",2020-06-02T07:28:25.505Z,159108290551508
"flop:  [J♠, J♦, 3♣]",2020-06-02T07:28:21.952Z,159108290195769
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:28:21.043Z,159108290104981
"""tony back @ OWsGxKwyjS"" calls with 50",2020-06-02T07:28:19.131Z,159108289913916
"""Hy @ cMBxzvx1EZ"" calls with 50",2020-06-02T07:28:17.128Z,159108289713369
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T07:28:15.266Z,159108289527264
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T07:28:13.488Z,159108289349400
"""The Kai @ 1txO9KYpw5"" calls with 50",2020-06-02T07:28:10.240Z,159108289024601
"""KK @ jJQa4wILEv"" posts a big blind of 50",2020-06-02T07:28:08.720Z,159108288872752
"""tony back @ OWsGxKwyjS"" posts a small blind of 25",2020-06-02T07:28:08.720Z,159108288872751
"Your hand is 2♦, 4♦",2020-06-02T07:28:08.720Z,159108288872739
"-- starting hand #226 (dealer: ""Hy @ cMBxzvx1EZ"") --",2020-06-02T07:28:08.720Z,159108288872731
"-- ending hand #225 --",2020-06-02T07:28:02.187Z,159108288219930
"""JX @ Div4SB3AM1"" wins 7200 with Two Pair, 9's & 6's (hand: 9♣, 6♥)",2020-06-02T07:28:02.187Z,159108288219924
"""tony back @ OWsGxKwyjS"" calls with 2000",2020-06-02T07:28:01.266Z,159108288127203
"""JX @ Div4SB3AM1"" raises with 2000",2020-06-02T07:27:58.454Z,159108287845902
"""tony back @ OWsGxKwyjS"" checks",2020-06-02T07:27:54.090Z,159108287409626
"river: 8♣, 6♠, 3♥, 9♥ [A♦]",2020-06-02T07:27:52.131Z,159108287213673
"""tony back @ OWsGxKwyjS"" calls with 1000",2020-06-02T07:27:51.224Z,159108287122988
"""JX @ Div4SB3AM1"" raises with 1000",2020-06-02T07:27:49.597Z,159108286960300
"""tony back @ OWsGxKwyjS"" checks",2020-06-02T07:27:45.842Z,159108286584795
"turn: 8♣, 6♠, 3♥ [9♥]",2020-06-02T07:27:41.993Z,159108286199880
"""KK @ jJQa4wILEv"" folds",2020-06-02T07:27:40.585Z,159108286059234
"""tony back @ OWsGxKwyjS"" calls with 500",2020-06-02T07:27:27.005Z,159108284701090
"""Hy @ cMBxzvx1EZ"" folds",2020-06-02T07:27:24.694Z,159108284469990
"""JX @ Div4SB3AM1"" raises with 500",2020-06-02T07:27:22.207Z,159108284221332
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:27:15.219Z,159108283522544
"""tony back @ OWsGxKwyjS"" checks",2020-06-02T07:27:14.271Z,159108283427694
"""Hy @ cMBxzvx1EZ"" checks",2020-06-02T07:27:11.561Z,159108283156694
"flop:  [8♣, 6♠, 3♥]",2020-06-02T07:26:59.287Z,159108281929341
"""tony back @ OWsGxKwyjS"" checks",2020-06-02T07:26:58.379Z,159108281838507
"""Hy @ cMBxzvx1EZ"" calls with 50",2020-06-02T07:26:56.477Z,159108281648344
"""j4ff @ DzhdXhTz7D"" folds",2020-06-02T07:26:54.019Z,159108281402718
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T07:26:52.228Z,159108281223602
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T07:26:49.485Z,159108280949108
"""KK @ jJQa4wILEv"" calls with 50",2020-06-02T07:26:40.757Z,159108280076283
"""tony back @ OWsGxKwyjS"" posts a big blind of 50",2020-06-02T07:26:37.246Z,159108279725272
"""Hy @ cMBxzvx1EZ"" posts a small blind of 25",2020-06-02T07:26:37.246Z,159108279725270
"Your hand is 9♣, 6♥",2020-06-02T07:26:37.246Z,159108279725256
"-- starting hand #225 (dealer: ""j4ff @ DzhdXhTz7D"") --",2020-06-02T07:26:37.246Z,159108279725249
"-- ending hand #224 --",2020-06-02T07:26:30.716Z,159108279072454
"""The Kai @ 1txO9KYpw5"" wins 126228 with Pair, 8's (hand: A♠, 8♦)",2020-06-02T07:26:30.716Z,159108279072449
"river: 8♥, 3♣, 6♥, 9♠ [K♥]",2020-06-02T07:26:27.707Z,159108278771348
"""JX @ Div4SB3AM1"" shows a 2♦, 3♥.",2020-06-02T07:26:24.696Z,159108278470168
"""The Kai @ 1txO9KYpw5"" shows a A♠, 8♦.",2020-06-02T07:26:24.696Z,159108278470166
"turn: 8♥, 3♣, 6♥ [9♠]",2020-06-02T07:26:24.696Z,159108278470158
"""JX @ Div4SB3AM1"" calls with 61864",2020-06-02T07:26:23.783Z,159108278379356
"""The Kai @ 1txO9KYpw5"" raises and all in with 61864",2020-06-02T07:26:13.526Z,159108277353217
"flop:  [8♥, 3♣, 6♥]",2020-06-02T07:26:09.323Z,159108276932897
"""Hy @ cMBxzvx1EZ"" folds",2020-06-02T07:26:07.913Z,159108276791907
"""j4ff @ DzhdXhTz7D"" folds",2020-06-02T07:26:00.778Z,159108276078519
"""JX @ Div4SB3AM1"" calls with 1000",2020-06-02T07:25:54.946Z,159108275495206
"""The Kai @ 1txO9KYpw5"" raises with 1000",2020-06-02T07:25:52.561Z,159108275256700
"""KK @ jJQa4wILEv"" folds",2020-06-02T07:25:43.613Z,159108274361854
"""tony back @ OWsGxKwyjS"" folds",2020-06-02T07:25:38.216Z,159108273822216
"""Hy @ cMBxzvx1EZ"" calls with 200",2020-06-02T07:25:34.872Z,159108273487809
"""j4ff @ DzhdXhTz7D"" calls with 200",2020-06-02T07:25:33.919Z,159108273392534
"""JX @ Div4SB3AM1"" raises with 200",2020-06-02T07:25:28.097Z,159108272810431
"""The Kai @ 1txO9KYpw5"" calls with 50",2020-06-02T07:25:24.358Z,159108272436403
"""KK @ jJQa4wILEv"" calls with 50",2020-06-02T07:25:23.404Z,159108272341004
"""tony back @ OWsGxKwyjS"" calls with 50",2020-06-02T07:25:20.019Z,159108272002520
"""Hy @ cMBxzvx1EZ"" posts a big blind of 50",2020-06-02T07:25:12.413Z,159108271241937
"""j4ff @ DzhdXhTz7D"" posts a small blind of 25",2020-06-02T07:25:12.413Z,159108271241935
"Your hand is 2♦, 3♥",2020-06-02T07:25:12.413Z,159108271241924
"-- starting hand #224 (dealer: ""JX @ Div4SB3AM1"") --",2020-06-02T07:25:12.413Z,159108271241917
"""KK @ jJQa4wILEv"" shows a 5♥, J♥.",2020-06-02T07:25:10.206Z,159108271021154
"""j4ff @ DzhdXhTz7D"" shows a 3♠, A♥.",2020-06-02T07:25:07.834Z,159108270783989
"-- ending hand #223 --",2020-06-02T07:25:06.896Z,159108270690226
"""j4ff @ DzhdXhTz7D"" gained 3200",2020-06-02T07:25:06.896Z,159108270690221
"""KK @ jJQa4wILEv"" folds",2020-06-02T07:25:05.485Z,159108270549216
"""j4ff @ DzhdXhTz7D"" raises with 5000",2020-06-02T07:24:49.880Z,159108268988654
"river: 5♠, 7♦, 7♠, 2♦ [3♣]",2020-06-02T07:24:37.426Z,159108267743189
"""KK @ jJQa4wILEv"" calls with 1000",2020-06-02T07:24:36.519Z,159108267652506
"""j4ff @ DzhdXhTz7D"" raises with 1000",2020-06-02T07:24:22.661Z,159108266266728
"turn: 5♠, 7♦, 7♠ [2♦]",2020-06-02T07:24:12.108Z,159108265211434
"""JX @ Div4SB3AM1"" folds",2020-06-02T07:24:10.695Z,159108265070439
"""KK @ jJQa4wILEv"" calls with 500",2020-06-02T07:24:04.865Z,159108264487103
"""tony back @ OWsGxKwyjS"" folds",2020-06-02T07:23:58.989Z,159108263899404
"""j4ff @ DzhdXhTz7D"" raises with 500",2020-06-02T07:23:55.409Z,159108263541503
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:23:49.739Z,159108262974674
"flop:  [5♠, 7♦, 7♠]",2020-06-02T07:23:45.826Z,159108262583258
"""j4ff @ DzhdXhTz7D"" checks",2020-06-02T07:23:44.908Z,159108262491350
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T07:23:41.605Z,159108262161142
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T07:23:40.140Z,159108262014554
"""KK @ jJQa4wILEv"" calls with 50",2020-06-02T07:23:39.189Z,159108261919496
"""tony back @ OWsGxKwyjS"" calls with 50",2020-06-02T07:23:37.515Z,159108261752323
"""Hy @ cMBxzvx1EZ"" folds",2020-06-02T07:23:35.080Z,159108261508599
"""j4ff @ DzhdXhTz7D"" posts a big blind of 50",2020-06-02T07:23:28.719Z,159108260872484
"""JX @ Div4SB3AM1"" posts a small blind of 25",2020-06-02T07:23:28.719Z,159108260872483
"Your hand is K♦, 6♥",2020-06-02T07:23:28.719Z,159108260872472
"-- starting hand #223 (dealer: ""The Kai @ 1txO9KYpw5"") --",2020-06-02T07:23:28.719Z,159108260872465
"""j4ff @ DzhdXhTz7D"" shows a 8♣, 8♥.",2020-06-02T07:23:25.462Z,159108260546833
"-- ending hand #222 --",2020-06-02T07:23:24.189Z,159108260419550
"""j4ff @ DzhdXhTz7D"" gained 1900",2020-06-02T07:23:24.189Z,159108260419544
"""JX @ Div4SB3AM1"" folds",2020-06-02T07:23:22.778Z,159108260278346
"""tony back @ OWsGxKwyjS"" folds",2020-06-02T07:23:21.311Z,159108260131640
"""j4ff @ DzhdXhTz7D"" raises with 5000",2020-06-02T07:23:12.416Z,159108259242243
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:23:04.529Z,159108258453436
"river: 6♣, 7♦, 9♠, 7♠ [10♥]",2020-06-02T07:23:00.322Z,159108258032845
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T07:22:59.415Z,159108257942200
"""tony back @ OWsGxKwyjS"" calls with 50",2020-06-02T07:22:56.426Z,159108257643181
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T07:22:53.305Z,159108257330950
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:22:44.721Z,159108256472802
"turn: 6♣, 7♦, 9♠ [7♠]",2020-06-02T07:22:41.902Z,159108256190993
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T07:22:40.490Z,159108256050633
"""KK @ jJQa4wILEv"" folds",2020-06-02T07:22:39.033Z,159108255904079
"""tony back @ OWsGxKwyjS"" calls with 500",2020-06-02T07:22:21.282Z,159108254128770
"""j4ff @ DzhdXhTz7D"" calls with 500",2020-06-02T07:22:18.584Z,159108253859044
"""JX @ Div4SB3AM1"" raises with 500",2020-06-02T07:22:16.131Z,159108253613690
"""The Kai @ 1txO9KYpw5"" checks",2020-06-02T07:22:11.383Z,159108253138933
"flop:  [6♣, 7♦, 9♠]",2020-06-02T07:22:08.224Z,159108252822958
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:22:07.318Z,159108252732358
"""The Kai @ 1txO9KYpw5"" calls with 50",2020-06-02T07:22:05.132Z,159108252513783
"""KK @ jJQa4wILEv"" calls with 50",2020-06-02T07:22:04.179Z,159108252418627
"""tony back @ OWsGxKwyjS"" calls with 50",2020-06-02T07:22:00.664Z,159108252066965
"""Hy @ cMBxzvx1EZ"" folds",2020-06-02T07:21:49.658Z,159108250966410
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T07:21:45.860Z,159108250586639
"""JX @ Div4SB3AM1"" posts a big blind of 50",2020-06-02T07:21:41.449Z,159108250145595
"""The Kai @ 1txO9KYpw5"" posts a small blind of 25",2020-06-02T07:21:41.449Z,159108250145593
"Your hand is Q♥, 5♠",2020-06-02T07:21:41.449Z,159108250145582
"-- starting hand #222 (dealer: ""KK @ jJQa4wILEv"") --",2020-06-02T07:21:41.449Z,159108250145574
"-- ending hand #221 --",2020-06-02T07:21:37.938Z,159108249794399
"""JX @ Div4SB3AM1"" gained 425",2020-06-02T07:21:37.938Z,159108249794385
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T07:21:36.525Z,159108249653198
"""JX @ Div4SB3AM1"" raises with 5000",2020-06-02T07:21:34.612Z,159108249461848
"""The Kai @ 1txO9KYpw5"" checks",2020-06-02T07:21:31.106Z,159108249111135
"flop:  [3♥, 7♦, 4♥]",2020-06-02T07:21:29.085Z,159108248909102
"""The Kai @ 1txO9KYpw5"" calls with 200",2020-06-02T07:21:28.177Z,159108248818293
"""KK @ jJQa4wILEv"" folds",2020-06-02T07:21:26.724Z,159108248672932
"""tony back @ OWsGxKwyjS"" folds",2020-06-02T07:21:25.257Z,159108248527145
"""Hy @ cMBxzvx1EZ"" folds",2020-06-02T07:21:23.797Z,159108248380281
"""j4ff @ DzhdXhTz7D"" folds",2020-06-02T07:21:22.345Z,159108248235095
"""JX @ Div4SB3AM1"" raises with 200",2020-06-02T07:21:12.928Z,159108247293452
"""The Kai @ 1txO9KYpw5"" posts a big blind of 50",2020-06-02T07:21:09.163Z,159108246916989
"""KK @ jJQa4wILEv"" posts a small blind of 25",2020-06-02T07:21:09.163Z,159108246916988
"Your hand is Q♣, Q♠",2020-06-02T07:21:09.163Z,159108246916976
"-- starting hand #221 (dealer: ""tony back @ OWsGxKwyjS"") --",2020-06-02T07:21:09.163Z,159108246916967
"-- ending hand #220 --",2020-06-02T07:21:02.631Z,159108246264016
"""j4ff @ DzhdXhTz7D"" wins 1575 with Pair, Q's (hand: A♦, Q♣)",2020-06-02T07:21:02.631Z,159108246264010
"""JX @ Div4SB3AM1"" calls with 500",2020-06-02T07:21:01.725Z,159108246173098
"""j4ff @ DzhdXhTz7D"" raises with 500",2020-06-02T07:21:00.195Z,159108246020111
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:20:51.856Z,159108245186274
"river: 9♦, Q♠, 5♥, K♥ [4♦]",2020-06-02T07:20:48.668Z,159108244867456
"""j4ff @ DzhdXhTz7D"" checks",2020-06-02T07:20:47.760Z,159108244776580
"""JX @ Div4SB3AM1"" checks",2020-06-02T07:20:45.370Z,159108244537604
"turn: 9♦, Q♠, 5♥ [K♥]",2020-06-02T07:20:43.141Z,159108244314742
"""KK @ jJQa4wILEv"" folds",2020-06-02T07:20:41.735Z,159108244174121
"""j4ff @ DzhdXhTz7D"" calls with 200",2020-06-02T07:20:40.029Z,159108244003644
"""JX @ Div4SB3AM1"" raises with 200",2020-06-02T07:20:34.637Z,159108243464341
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:20:31.073Z,159108243107918
"flop:  [9♦, Q♠, 5♥]",2020-06-02T07:20:19.191Z,159108241919717
"""KK @ jJQa4wILEv"" checks",2020-06-02T07:20:18.282Z,159108241828824
"""tony back @ OWsGxKwyjS"" folds",2020-06-02T07:20:15.702Z,159108241570764
"""Hy @ cMBxzvx1EZ"" folds",2020-06-02T07:20:08.572Z,159108240857750
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T07:20:07.619Z,159108240762509
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T07:20:04.799Z,159108240480509
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T07:20:02.273Z,159108240227976
