entry,at,order
"flop:  [4♥, 3♦, 7♦]",2020-06-02T04:24:20.182Z,159107186018726
"""KK @ jJQa4wILEv"" folds",2020-06-02T04:24:18.768Z,159107185877346
"""Hy @ cMBxzvx1EZ"" folds",2020-06-02T04:24:17.322Z,159107185732706
"""Durrrrr @ G2Nl3cTGsS"" folds",2020-06-02T04:24:15.853Z,159107185585711
"""Kazi @ 0FuKm-uER0"" folds",2020-06-02T04:24:14.394Z,159107185440035
"""JX @ Div4SB3AM1"" calls and all in with 8564",2020-06-02T04:24:12.029Z,159107185203417
"""raymon @ vcjU7fqW_I"" folds",2020-06-02T04:23:55.934Z,159107183593986
"""The Kai @ 1txO9KYpw5"" raises with 8738",2020-06-02T04:23:54.978Z,159107183498314
"""JX SIMP @ XbHNZgHNwg"" folds",2020-06-02T04:23:43.379Z,159107182338452
"""KK @ jJQa4wILEv"" calls with 200",2020-06-02T04:23:39.752Z,159107181975778
"""Hy @ cMBxzvx1EZ"" calls with 200",2020-06-02T04:23:38.803Z,159107181881109
"""Durrrrr @ G2Nl3cTGsS"" raises with 200",2020-06-02T04:23:35.948Z,159107181595359
"""Kazi @ 0FuKm-uER0"" calls with 50",2020-06-02T04:23:33.163Z,159107181316848
"""j4ff @ DzhdXhTz7D"" folds",2020-06-02T04:23:31.714Z,159107181171884
"""JX @ Div4SB3AM1"" posts a big blind of 50",2020-06-02T04:23:26.178Z,159107180618357
"""raymon @ vcjU7fqW_I"" posts a small blind of 25",2020-06-02T04:23:26.178Z,159107180618356
"Your hand is Q♠, J♥",2020-06-02T04:23:26.178Z,159107180618342
"-- starting hand #94 (dealer: ""The Kai @ 1txO9KYpw5"") --",2020-06-02T04:23:26.178Z,159107180618333
"""Durrrrr @ G2Nl3cTGsS"" shows a 3♥, A♣.",2020-06-02T04:23:22.515Z,159107180252057
"""JX SIMP @ XbHNZgHNwg"" shows a 4♦, K♦.",2020-06-02T04:23:21.954Z,159107180195969
"-- ending hand #93 --",2020-06-02T04:23:20.638Z,159107180064306
"""JX SIMP @ XbHNZgHNwg"" gained 1621",2020-06-02T04:23:20.638Z,159107180064302
"""raymon @ vcjU7fqW_I"" folds",2020-06-02T04:23:19.231Z,159107179923764
"""JX SIMP @ XbHNZgHNwg"" raises with 8252",2020-06-02T04:22:59.766Z,159107177977138
"""raymon @ vcjU7fqW_I"" checks",2020-06-02T04:22:56.370Z,159107177637636
"river: 6♥, K♥, K♣, 2♠ [2♥]",2020-06-02T04:22:53.938Z,159107177394358
"""raymon @ vcjU7fqW_I"" calls with 405",2020-06-02T04:22:53.032Z,159107177303914
"""JX SIMP @ XbHNZgHNwg"" raises with 405",2020-06-02T04:22:51.439Z,159107177144494
"""raymon @ vcjU7fqW_I"" checks",2020-06-02T04:22:48.334Z,159107176833960
"turn: 6♥, K♥, K♣ [2♠]",2020-06-02T04:22:46.132Z,159107176613751
"""KK @ jJQa4wILEv"" folds",2020-06-02T04:22:44.721Z,159107176472708
"""Hy @ cMBxzvx1EZ"" folds",2020-06-02T04:22:43.267Z,159107176327315
"""Durrrrr @ G2Nl3cTGsS"" folds",2020-06-02T04:22:41.811Z,159107176181985
"""Kazi @ 0FuKm-uER0"" folds",2020-06-02T04:22:32.713Z,159107175271804
"""raymon @ vcjU7fqW_I"" calls with 243",2020-06-02T04:22:31.760Z,159107175176543
"""JX SIMP @ XbHNZgHNwg"" raises with 243",2020-06-02T04:22:29.273Z,159107174927749
"""KK @ jJQa4wILEv"" checks",2020-06-02T04:22:25.553Z,159107174555926
"""Hy @ cMBxzvx1EZ"" checks",2020-06-02T04:22:24.608Z,159107174461274
"""Durrrrr @ G2Nl3cTGsS"" checks",2020-06-02T04:22:23.657Z,159107174366365
"""Kazi @ 0FuKm-uER0"" checks",2020-06-02T04:22:14.958Z,159107173496382
"""raymon @ vcjU7fqW_I"" checks",2020-06-02T04:22:12.742Z,159107173274849
"flop:  [6♥, K♥, K♣]",2020-06-02T04:22:09.545Z,159107172955122
"""raymon @ vcjU7fqW_I"" checks",2020-06-02T04:22:08.638Z,159107172864375
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T04:22:05.466Z,159107172547107
"""JX SIMP @ XbHNZgHNwg"" calls with 50",2020-06-02T04:22:04.512Z,159107172451802
"""KK @ jJQa4wILEv"" calls with 50",2020-06-02T04:22:02.625Z,159107172263112
"""Hy @ cMBxzvx1EZ"" calls with 50",2020-06-02T04:22:01.659Z,159107172167009
"""Durrrrr @ G2Nl3cTGsS"" calls with 50",2020-06-02T04:21:58.411Z,159107171841652
"""Kazi @ 0FuKm-uER0"" calls with 50",2020-06-02T04:21:55.699Z,159107171570635
"""j4ff @ DzhdXhTz7D"" folds",2020-06-02T04:21:52.189Z,159107171219404
"""JX @ Div4SB3AM1"" folds",2020-06-02T04:21:37.183Z,159107169718902
"""raymon @ vcjU7fqW_I"" posts a big blind of 50",2020-06-02T04:21:34.415Z,159107169442185
"""The Kai @ 1txO9KYpw5"" posts a small blind of 25",2020-06-02T04:21:34.415Z,159107169442184
"Your hand is 7♣, 3♠",2020-06-02T04:21:34.415Z,159107169442117
"-- starting hand #93 (dealer: ""JX SIMP @ XbHNZgHNwg"") --",2020-06-02T04:21:34.415Z,159107169442110
"The player ""Hy @ cMBxzvx1EZ"" joined the game with a stack of 5000.",2020-06-02T04:21:34.415Z,159107169442109
"The player ""KK @ jJQa4wILEv"" joined the game with a stack of 5000.",2020-06-02T04:21:34.415Z,159107169442105
"-- ending hand #92 --",2020-06-02T04:21:27.896Z,159107168790203
"""raymon @ vcjU7fqW_I"" wins 8950 with Flush, Jc High (hand: J♣, J♦)",2020-06-02T04:21:27.896Z,159107168790198
"river: 9♣, 4♥, 2♣, 10♣ [5♣]",2020-06-02T04:21:24.887Z,159107168489285
"""Kazi @ 0FuKm-uER0"" shows a 7♦, 7♠.",2020-06-02T04:21:21.876Z,159107168188196
"""raymon @ vcjU7fqW_I"" shows a J♣, J♦.",2020-06-02T04:21:21.876Z,159107168188195
"turn: 9♣, 4♥, 2♣ [10♣]",2020-06-02T04:21:21.876Z,159107168188190
"""JX SIMP @ XbHNZgHNwg"" folds",2020-06-02T04:21:20.468Z,159107168047329
"""Kazi @ 0FuKm-uER0"" calls with 2750",2020-06-02T04:21:18.702Z,159107167870734
"""raymon @ vcjU7fqW_I"" raises and all in with 2750",2020-06-02T04:21:12.823Z,159107167282802
"The admin approved the player ""KK @ jJQa4wILEv"" participation with a stack of 5000.",2020-06-02T04:21:08.574Z,159107166857878
"""JX SIMP @ XbHNZgHNwg"" checks",2020-06-02T04:21:08.387Z,159107166839308
"flop:  [9♣, 4♥, 2♣]",2020-06-02T04:21:05.061Z,159107166506663
"""Durrrrr @ G2Nl3cTGsS"" folds",2020-06-02T04:21:03.653Z,159107166365901
"The player ""KK @ jJQa4wILEv"" requested a seat.",2020-06-02T04:21:00.413Z,159107166041834
"""Kazi @ 0FuKm-uER0"" calls with 1000",2020-06-02T04:20:45.334Z,159107164533954
"""j4ff @ DzhdXhTz7D"" folds",2020-06-02T04:20:43.420Z,159107164342564
"""JX @ Div4SB3AM1"" folds",2020-06-02T04:20:38.457Z,159107163846298
"""raymon @ vcjU7fqW_I"" calls with 1000",2020-06-02T04:20:36.592Z,159107163659900
"The admin approved the player ""Hy @ cMBxzvx1EZ"" participation with a stack of 5000.",2020-06-02T04:20:32.409Z,159107163241535
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T04:20:32.252Z,159107163226057
"""JX SIMP @ XbHNZgHNwg"" raises with 1000",2020-06-02T04:20:31.302Z,159107163130720
"""Durrrrr @ G2Nl3cTGsS"" calls with 300",2020-06-02T04:20:26.509Z,159107162651514
"The player ""Hy @ cMBxzvx1EZ"" requested a seat.",2020-06-02T04:20:25.539Z,159107162554417
"""Kazi @ 0FuKm-uER0"" raises with 300",2020-06-02T04:20:21.123Z,159107162113010
"The player ""Stanley @ rzDyzZDcYR"" canceled the seat request.",2020-06-02T04:20:19.394Z,159107161939895
"The player ""Stanley @ rzDyzZDcYR"" requested a seat.",2020-06-02T04:20:15.069Z,159107161507420
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T04:20:13.898Z,159107161390254
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T04:20:06.434Z,159107160643963
"""raymon @ vcjU7fqW_I"" calls with 50",2020-06-02T04:20:04.184Z,159107160418896
"""The Kai @ 1txO9KYpw5"" posts a big blind of 50",2020-06-02T04:19:58.617Z,159107159862490
"""JX SIMP @ XbHNZgHNwg"" posts a small blind of 25",2020-06-02T04:19:58.617Z,159107159862488
"Your hand is 9♥, 10♠",2020-06-02T04:19:58.617Z,159107159862426
"-- starting hand #92 (dead button) --",2020-06-02T04:19:58.617Z,159107159862408
"The player ""degen @ 2aKGa2Rfln"" quits the game with a stack of 0.",2020-06-02T04:19:58.617Z,159107159862406
"The player ""KK @ jJQa4wILEv"" quits the game with a stack of 0.",2020-06-02T04:19:58.617Z,159107159862403
"The player ""Stanley @ rzDyzZDcYR"" quits the game with a stack of 0.",2020-06-02T04:19:58.617Z,159107159862398
"-- ending hand #91 --",2020-06-02T04:19:52.093Z,159107159209844
"""j4ff @ DzhdXhTz7D"" wins 29165 with Full House, A's over Q's (hand: A♦, A♠)",2020-06-02T04:19:52.093Z,159107159209839
"""KK @ jJQa4wILEv"" shows a 10♦, A♥.",2020-06-02T04:19:49.081Z,159107158908666
"""degen @ 2aKGa2Rfln"" shows a 3♣, 3♥.",2020-06-02T04:19:49.081Z,159107158908665
"""j4ff @ DzhdXhTz7D"" shows a A♦, A♠.",2020-06-02T04:19:49.081Z,159107158908664
"""Stanley @ rzDyzZDcYR"" shows a 2♥, 8♥.",2020-06-02T04:19:49.081Z,159107158908663
"""JX @ Div4SB3AM1"" shows a 6♠, K♠.",2020-06-02T04:19:49.081Z,159107158908661
"river: 4♠, Q♦, K♣, A♣ [Q♣]",2020-06-02T04:19:49.081Z,159107158908655
"""JX @ Div4SB3AM1"" calls with 6944",2020-06-02T04:19:48.174Z,159107158817847
"""j4ff @ DzhdXhTz7D"" raises and all in with 6944",2020-06-02T04:19:40.445Z,159107158045092
"""JX @ Div4SB3AM1"" checks",2020-06-02T04:19:35.066Z,159107157507188
"turn: 4♠, Q♦, K♣ [A♣]",2020-06-02T04:19:28.469Z,159107156847420
"""JX @ Div4SB3AM1"" calls with 1990",2020-06-02T04:19:27.562Z,159107156756865
"""KK @ jJQa4wILEv"" calls and all in with 1216",2020-06-02T04:19:24.277Z,159107156428287
"""degen @ 2aKGa2Rfln"" calls and all in with 441",2020-06-02T04:19:22.310Z,159107156231479
"""j4ff @ DzhdXhTz7D"" calls with 1990",2020-06-02T04:19:04.125Z,159107154413029
"""Stanley @ rzDyzZDcYR"" raises and all in with 1990",2020-06-02T04:19:01.732Z,159107154173762
"""JX @ Div4SB3AM1"" checks",2020-06-02T04:18:58.070Z,159107153807615
"""KK @ jJQa4wILEv"" checks",2020-06-02T04:18:54.744Z,159107153474916
"flop:  [4♠, Q♦, K♣]",2020-06-02T04:18:49.301Z,159107152930640
"""Stanley @ rzDyzZDcYR"" calls with 1510",2020-06-02T04:18:48.391Z,159107152839657
"""JX @ Div4SB3AM1"" calls with 1510",2020-06-02T04:18:47.441Z,159107152744624
"""raymon @ vcjU7fqW_I"" folds",2020-06-02T04:18:45.539Z,159107152554379
"""JX SIMP @ XbHNZgHNwg"" folds",2020-06-02T04:18:44.085Z,159107152409102
"""KK @ jJQa4wILEv"" calls with 1510",2020-06-02T04:18:43.134Z,159107152313985
"""degen @ 2aKGa2Rfln"" calls with 1510",2020-06-02T04:18:33.264Z,159107151326979
"""Durrrrr @ G2Nl3cTGsS"" folds",2020-06-02T04:18:21.669Z,159107150167442
"""Kazi @ 0FuKm-uER0"" folds",2020-06-02T04:18:20.208Z,159107150021359
"""j4ff @ DzhdXhTz7D"" raises with 1510",2020-06-02T04:18:17.640Z,159107149764878
"""Stanley @ rzDyzZDcYR"" calls with 50",2020-06-02T04:18:11.217Z,159107149122569
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T04:18:10.251Z,159107149025558
"""raymon @ vcjU7fqW_I"" calls with 50",2020-06-02T04:18:07.862Z,159107148786698
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T04:18:04.620Z,159107148462551
"""JX SIMP @ XbHNZgHNwg"" posts a big blind of 50",2020-06-02T04:18:02.196Z,159107148220535
"""KK @ jJQa4wILEv"" posts a small blind of 25",2020-06-02T04:18:02.196Z,159107148220533
"Your hand is 6♠, K♠",2020-06-02T04:18:02.196Z,159107148220516
"-- starting hand #91 (dealer: ""degen @ 2aKGa2Rfln"") --",2020-06-02T04:18:02.196Z,159107148220505
"""raymon @ vcjU7fqW_I"" shows a 6♠, 6♥.",2020-06-02T04:17:58.458Z,159107147846326
"""degen @ 2aKGa2Rfln"" shows a 4♦, 8♥.",2020-06-02T04:17:57.671Z,159107147767649
"""JX SIMP @ XbHNZgHNwg"" shows a Q♣, 9♠.",2020-06-02T04:17:57.016Z,159107147702143
"-- ending hand #90 --",2020-06-02T04:17:52.660Z,159107147266703
"""Kazi @ 0FuKm-uER0"" wins 1875 with Pair, K's (hand: Q♠, K♥)",2020-06-02T04:17:52.660Z,159107147266698
"""Kazi @ 0FuKm-uER0"" checks",2020-06-02T04:17:51.753Z,159107147175881
"""JX @ Div4SB3AM1"" checks",2020-06-02T04:17:37.332Z,159107145733944
"""raymon @ vcjU7fqW_I"" checks",2020-06-02T04:17:36.371Z,159107145637805
"""JX SIMP @ XbHNZgHNwg"" checks",2020-06-02T04:17:32.559Z,159107145256784
"river: 8♠, A♣, 2♥, J♠ [K♠]",2020-06-02T04:17:30.304Z,159107145031368
"""Kazi @ 0FuKm-uER0"" checks",2020-06-02T04:17:29.393Z,159107144939807
"""JX @ Div4SB3AM1"" checks",2020-06-02T04:17:27.573Z,159107144757838
"""raymon @ vcjU7fqW_I"" checks",2020-06-02T04:17:24.686Z,159107144469164
"""JX SIMP @ XbHNZgHNwg"" checks",2020-06-02T04:17:22.485Z,159107144249093
"turn: 8♠, A♣, 2♥ [J♠]",2020-06-02T04:17:19.143Z,159107143918892
"""Durrrrr @ G2Nl3cTGsS"" folds",2020-06-02T04:17:17.737Z,159107143774246
"""Kazi @ 0FuKm-uER0"" calls with 50",2020-06-02T04:17:16.777Z,159107143678383
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T04:17:13.735Z,159107143374239
"""raymon @ vcjU7fqW_I"" calls with 50",2020-06-02T04:17:10.779Z,159107143078497
"""JX SIMP @ XbHNZgHNwg"" calls with 50",2020-06-02T04:17:08.233Z,159107142824057
"flop:  [8♠, A♣, 2♥]",2020-06-02T04:16:51.599Z,159107141160463
"""j4ff @ DzhdXhTz7D"" folds",2020-06-02T04:16:50.189Z,159107141019473
"""JX @ Div4SB3AM1"" calls with 300",2020-06-02T04:16:47.819Z,159107140782439
"""raymon @ vcjU7fqW_I"" calls with 300",2020-06-02T04:16:42.083Z,159107140208895
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T04:16:32.946Z,159107139295500
"""JX SIMP @ XbHNZgHNwg"" calls with 300",2020-06-02T04:16:31.997Z,159107139201250
"""KK @ jJQa4wILEv"" folds",2020-06-02T04:16:13.118Z,159107137312594
"""degen @ 2aKGa2Rfln"" folds",2020-06-02T04:16:11.666Z,159107137167078
"""Durrrrr @ G2Nl3cTGsS"" calls with 300",2020-06-02T04:16:08.531Z,159107136853939
"""Kazi @ 0FuKm-uER0"" raises with 300",2020-06-02T04:16:06.846Z,159107136684998
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T04:16:02.282Z,159107136228594
"""Stanley @ rzDyzZDcYR"" folds",2020-06-02T04:15:57.455Z,159107135746027
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T04:15:56.498Z,159107135650440
"""raymon @ vcjU7fqW_I"" calls with 50",2020-06-02T04:15:54.979Z,159107135498470
"""The Kai @ 1txO9KYpw5"" calls with 50",2020-06-02T04:15:51.779Z,159107135178482
"""JX SIMP @ XbHNZgHNwg"" calls with 50",2020-06-02T04:15:40.740Z,159107134074766
"""KK @ jJQa4wILEv"" posts a big blind of 50",2020-06-02T04:15:35.649Z,159107133565485
"""degen @ 2aKGa2Rfln"" posts a small blind of 25",2020-06-02T04:15:35.649Z,159107133565484
"Your hand is J♣, 9♣",2020-06-02T04:15:35.649Z,159107133565466
"-- starting hand #90 (dealer: ""Durrrrr @ G2Nl3cTGsS"") --",2020-06-02T04:15:35.649Z,159107133565455
"The player ""Kazi @ 0FuKm-uER0"" joined the game with a stack of 5000.",2020-06-02T04:15:35.649Z,159107133565450
"""degen @ 2aKGa2Rfln"" shows a A♣, 7♥.",2020-06-02T04:15:30.117Z,159107133012281
"-- ending hand #89 --",2020-06-02T04:15:28.101Z,159107132811032
"""Stanley @ rzDyzZDcYR"" shows a A♠, 7♣.",2020-06-02T04:15:28.101Z,159107132811031
"""The Kai @ 1txO9KYpw5"" wins 12575 with Two Pair, K's & 5's (hand: 5♠, K♠)",2020-06-02T04:15:28.101Z,159107132811026
"""JX @ Div4SB3AM1"" calls with 1500",2020-06-02T04:15:27.195Z,159107132720041
"""The Kai @ 1txO9KYpw5"" calls with 1500",2020-06-02T04:15:24.718Z,159107132472387
"""Stanley @ rzDyzZDcYR"" raises with 1500",2020-06-02T04:15:15.706Z,159107131571206
"""JX @ Div4SB3AM1"" checks",2020-06-02T04:15:09.808Z,159107130981388
"""The Kai @ 1txO9KYpw5"" checks",2020-06-02T04:15:07.248Z,159107130725332
"river: J♣, K♣, 9♥, 5♥ [4♣]",2020-06-02T04:14:49.428Z,159107128943340
"""JX @ Div4SB3AM1"" calls with 1575",2020-06-02T04:14:48.520Z,159107128852522
"""The Kai @ 1txO9KYpw5"" calls with 1575",2020-06-02T04:14:46.272Z,159107128628012
"""Stanley @ rzDyzZDcYR"" raises with 1575",2020-06-02T04:14:43.858Z,159107128386199
"The player ""Hy @ cMBxzvx1EZ"" canceled the seat request.",2020-06-02T04:14:42.128Z,159107128213730
"""JX @ Div4SB3AM1"" checks",2020-06-02T04:14:38.167Z,159107127817208
"""The Kai @ 1txO9KYpw5"" checks",2020-06-02T04:14:34.259Z,159107127426460
"turn: J♣, K♣, 9♥ [5♥]",2020-06-02T04:14:26.374Z,159107126638055
"""degen @ 2aKGa2Rfln"" folds",2020-06-02T04:14:24.967Z,159107126497193
"""Stanley @ rzDyzZDcYR"" calls with 900",2020-06-02T04:14:19.764Z,159107125976926
"""JX @ Div4SB3AM1"" calls with 900",2020-06-02T04:14:00.132Z,159107124014132
"""The Kai @ 1txO9KYpw5"" raises with 900",2020-06-02T04:13:57.225Z,159107123723041
"""degen @ 2aKGa2Rfln"" calls with 300",2020-06-02T04:13:50.784Z,159107123078925
"""Durrrrr @ G2Nl3cTGsS"" folds",2020-06-02T04:13:47.402Z,159107122740970
"""j4ff @ DzhdXhTz7D"" folds",2020-06-02T04:13:25.957Z,159107120596504
"""Stanley @ rzDyzZDcYR"" calls with 300",2020-06-02T04:13:20.147Z,159107120015235
"""JX @ Div4SB3AM1"" raises with 300",2020-06-02T04:13:14.749Z,159107119475449
"""raymon @ vcjU7fqW_I"" folds",2020-06-02T04:13:09.777Z,159107118978225
"""The Kai @ 1txO9KYpw5"" raises with 150",2020-06-02T04:13:07.752Z,159107118775711
"""degen @ 2aKGa2Rfln"" checks",2020-06-02T04:13:01.027Z,159107118103261
"The admin approved the player ""Kazi @ 0FuKm-uER0"" participation with a stack of 5000.",2020-06-02T04:12:57.509Z,159107117751629
"""Durrrrr @ G2Nl3cTGsS"" checks",2020-06-02T04:12:56.401Z,159107117640644
"flop:  [J♣, K♣, 9♥]",2020-06-02T04:12:36.364Z,159107115636971
"""degen @ 2aKGa2Rfln"" checks",2020-06-02T04:12:35.454Z,159107115545844
"""Durrrrr @ G2Nl3cTGsS"" calls with 50",2020-06-02T04:12:34.445Z,159107115445786
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T04:12:22.049Z,159107114205631
"""Stanley @ rzDyzZDcYR"" calls with 50",2020-06-02T04:12:19.190Z,159107113919638
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T04:12:18.231Z,159107113823758
"""raymon @ vcjU7fqW_I"" calls with 50",2020-06-02T04:12:14.373Z,159107113438088
"""The Kai @ 1txO9KYpw5"" calls with 50",2020-06-02T04:12:11.446Z,159107113146007
"""JX SIMP @ XbHNZgHNwg"" folds",2020-06-02T04:12:09.995Z,159107113000532
"""KK @ jJQa4wILEv"" folds",2020-06-02T04:12:08.544Z,159107112855070
"The player ""Kazi @ 0FuKm-uER0"" requested a seat.",2020-06-02T04:12:06.575Z,159107112658034
"The player ""Hy @ cMBxzvx1EZ"" requested a seat.",2020-06-02T04:12:06.559Z,159107112656328
"""degen @ 2aKGa2Rfln"" posts a big blind of 50",2020-06-02T04:12:03.750Z,159107112375648
"""Durrrrr @ G2Nl3cTGsS"" posts a small blind of 25",2020-06-02T04:12:03.750Z,159107112375647
"Your hand is Q♠, Q♣",2020-06-02T04:12:03.750Z,159107112375631
"-- starting hand #89 (dealer: ""j4ff @ DzhdXhTz7D"") --",2020-06-02T04:12:03.750Z,159107112375624
"The player ""Hy @ cMBxzvx1EZ"" quits the game with a stack of 0.",2020-06-02T04:12:03.750Z,159107112375619
"""raymon @ vcjU7fqW_I"" shows a 7♠, 2♣.",2020-06-02T04:12:01.032Z,159107112103749
"-- ending hand #88 --",2020-06-02T04:11:56.211Z,159107111621969
"""Hy @ cMBxzvx1EZ"" shows a 3♥, A♦.",2020-06-02T04:11:56.211Z,159107111621968
"""j4ff @ DzhdXhTz7D"" wins 10544 with Straight, 5 High (hand: J♠, 4♠)",2020-06-02T04:11:56.211Z,159107111621966
"""JX @ Div4SB3AM1"" wins 10544 with Straight, 5 High (hand: 10♦, 4♥)",2020-06-02T04:11:56.211Z,159107111621960
"""JX @ Div4SB3AM1"" calls with 5550",2020-06-02T04:11:55.304Z,159107111530906
"""Hy @ cMBxzvx1EZ"" calls and all in with 5038",2020-06-02T04:11:52.858Z,159107111286358
"""j4ff @ DzhdXhTz7D"" raises and all in with 5550",2020-06-02T04:11:50.521Z,159107111052670
"""JX @ Div4SB3AM1"" calls with 3712",2020-06-02T04:11:39.532Z,159107109953758
"""degen @ 2aKGa2Rfln"" folds",2020-06-02T04:11:25.050Z,159107108505550
"""Hy @ cMBxzvx1EZ"" raises with 3712",2020-06-02T04:11:22.823Z,159107108282888
"""j4ff @ DzhdXhTz7D"" checks",2020-06-02T04:11:18.505Z,159107107851079
"river: 2♦, 5♥, 3♣, A♥ [Q♠]",2020-06-02T04:11:11.564Z,159107107156902
"""j4ff @ DzhdXhTz7D"" calls with 825",2020-06-02T04:11:10.655Z,159107107066111
"""JX @ Div4SB3AM1"" calls with 825",2020-06-02T04:11:01.893Z,159107106190052
"""raymon @ vcjU7fqW_I"" folds",2020-06-02T04:10:43.066Z,159107104307100
"""degen @ 2aKGa2Rfln"" calls with 825",2020-06-02T04:10:32.817Z,159107103282240
"""Hy @ cMBxzvx1EZ"" raises with 825",2020-06-02T04:10:26.051Z,159107102605619
"""j4ff @ DzhdXhTz7D"" checks",2020-06-02T04:10:19.976Z,159107101998291
"turn: 2♦, 5♥, 3♣ [A♥]",2020-06-02T04:10:09.973Z,159107100997849
"""Stanley @ rzDyzZDcYR"" folds",2020-06-02T04:10:08.564Z,159107100858605
"""JX @ Div4SB3AM1"" calls with 250",2020-06-02T04:10:07.605Z,159107100761063
"""raymon @ vcjU7fqW_I"" calls with 250",2020-06-02T04:10:05.407Z,159107100541088
"""JX SIMP @ XbHNZgHNwg"" folds",2020-06-02T04:10:03.250Z,159107100326650
"""KK @ jJQa4wILEv"" folds",2020-06-02T04:09:57.677Z,159107099768346
"""degen @ 2aKGa2Rfln"" calls with 250",2020-06-02T04:09:56.720Z,159107099672546
"""Hy @ cMBxzvx1EZ"" calls with 250",2020-06-02T04:09:51.761Z,159107099176660
"""j4ff @ DzhdXhTz7D"" raises with 250",2020-06-02T04:09:50.097Z,159107099010237
"flop:  [2♦, 5♥, 3♣]",2020-06-02T04:09:38.795Z,159107097880181
"""Hy @ cMBxzvx1EZ"" checks",2020-06-02T04:09:37.889Z,159107097789555
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T04:09:35.626Z,159107097563062
"""Stanley @ rzDyzZDcYR"" calls with 50",2020-06-02T04:09:31.477Z,159107097148191
"""JX @ Div4SB3AM1"" calls with 50",2020-06-02T04:09:30.518Z,159107097052549
"""raymon @ vcjU7fqW_I"" calls with 50",2020-06-02T04:09:26.410Z,159107096641578
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T04:09:24.275Z,159107096428227
"""JX SIMP @ XbHNZgHNwg"" calls with 50",2020-06-02T04:09:23.328Z,159107096333287
"""KK @ jJQa4wILEv"" calls with 50",2020-06-02T04:09:14.716Z,159107095472200
"""degen @ 2aKGa2Rfln"" calls with 50",2020-06-02T04:09:13.062Z,159107095306730
"""Durrrrr @ G2Nl3cTGsS"" folds",2020-06-02T04:09:11.551Z,159107095155598
"""Hy @ cMBxzvx1EZ"" posts a big blind of 50",2020-06-02T04:08:58.042Z,159107093804790
"""j4ff @ DzhdXhTz7D"" posts a small blind of 25",2020-06-02T04:08:58.042Z,159107093804788
"Your hand is 10♦, 4♥",2020-06-02T04:08:58.042Z,159107093804768
"-- starting hand #88 (dealer: ""Stanley @ rzDyzZDcYR"") --",2020-06-02T04:08:58.042Z,159107093804758
"""degen @ 2aKGa2Rfln"" shows a 10♥, J♠.",2020-06-02T04:08:54.782Z,159107093478795
"-- ending hand #87 --",2020-06-02T04:08:50.482Z,159107093048830
"""KK @ jJQa4wILEv"" shows a 7♦, 7♠.",2020-06-02T04:08:50.482Z,159107093048829
"""j4ff @ DzhdXhTz7D"" wins 6675 with Flush, Kd High (hand: K♦, J♣)",2020-06-02T04:08:50.482Z,159107093048823
"""j4ff @ DzhdXhTz7D"" calls and all in with 1543",2020-06-02T04:08:49.576Z,159107092958060
"""KK @ jJQa4wILEv"" raises with 1543",2020-06-02T04:08:47.469Z,159107092747707
"""j4ff @ DzhdXhTz7D"" calls with 50",2020-06-02T04:08:41.936Z,159107092194447
"river: 5♠, 4♦, 8♦, 3♦ [Q♦]",2020-06-02T04:08:32.886Z,159107091289109
"""j4ff @ DzhdXhTz7D"" calls with 444",2020-06-02T04:08:31.980Z,159107091198452
"""KK @ jJQa4wILEv"" raises with 444",2020-06-02T04:08:29.585Z,159107090959300
"""j4ff @ DzhdXhTz7D"" checks",2020-06-02T04:08:21.940Z,159107090194696
"turn: 5♠, 4♦, 8♦ [3♦]",2020-06-02T04:08:13.419Z,159107089342522
"""raymon @ vcjU7fqW_I"" folds",2020-06-02T04:08:12.010Z,159107089201522
"""KK @ jJQa4wILEv"" calls with 563",2020-06-02T04:08:05.163Z,159107088516758
"""j4ff @ DzhdXhTz7D"" raises with 563",2020-06-02T04:08:03.256Z,159107088326171
"flop:  [5♠, 4♦, 8♦]",2020-06-02T04:07:48.595Z,159107086860077
"""degen @ 2aKGa2Rfln"" folds",2020-06-02T04:07:47.186Z,159107086719214
"""j4ff @ DzhdXhTz7D"" calls with 500",2020-06-02T04:07:38.826Z,159107085883083
"""Stanley @ rzDyzZDcYR"" folds",2020-06-02T04:07:31.647Z,159107085165208
"""JX @ Div4SB3AM1"" folds",2020-06-02T04:07:30.194Z,159107085019986
"""raymon @ vcjU7fqW_I"" calls with 500",2020-06-02T04:07:28.481Z,159107084848560
"""The Kai @ 1txO9KYpw5"" folds",2020-06-02T04:07:25.957Z,159107084596227
